city,common_name,count,mean_h
Sacramento,California white oak,3693,No info on height
Sacramento,Callery pear,4285,No info on height
Sacramento,Camphor tree,773,No info on height
Sacramento,Canary island date palm,965,No info on height
Sacramento,Cherry plum,1354,No info on height
Sacramento,Chinaberry,45,No info on height
Sacramento,Chinese elm,4047,No info on height
Sacramento,Chinese hackberry,996,No info on height
Sacramento,Chinese pistache,4580,No info on height
Sacramento,Chinese privet,966,No info on height
Sacramento,Chinese sweet gum,16,No info on height
Sacramento,Citrus,312,No info on height
Sacramento,Coast redwood,2909,No info on height
Sacramento,Common crapemyrtle,4146,No info on height
Sacramento,Common fig,46,No info on height
Sacramento,Conifer evergreen large,64,No info on height
Sacramento,Conifer evergreen medium,497,No info on height
Sacramento,Conifer evergreen small,151,No info on height
Sacramento,Cork oak,1117,No info on height
Sacramento,Cottonwood,538,No info on height
Sacramento,Cypress,83,No info on height
Sacramento,Deodar cedar,678,No info on height
Sacramento,Eastern redbud,789,No info on height
Sacramento,European ash,7,No info on height
Sacramento,European beech,82,No info on height
Sacramento,European hornbeam,18,No info on height
Sacramento,European white birch,342,No info on height
Sacramento,Evergreen ash,24,No info on height
Sacramento,Evergreen pear,346,No info on height
Sacramento,Fastigate hornbeam,18,No info on height
Sacramento,Fern pine,19,No info on height
Sacramento,Flame ash,89,No info on height
Sacramento,Flowering dogwood,133,No info on height
Sacramento,Fraser photinia,18,No info on height
Sacramento,Galaxy magnolia,38,No info on height
Sacramento,Giant sequoia,65,No info on height
Sacramento,Ginkgo,1175,No info on height
Sacramento,Goldenrain,4,No info on height
Sacramento,Goldenrain tree,135,No info on height
Sacramento,Gum,575,No info on height
Sacramento,Hesse ash,165,No info on height
Sacramento,Hind walnut,184,No info on height
Sacramento,Incense cedar,267,No info on height
Sacramento,Itailian stone pine,38,No info on height
Sacramento,Italian cypress,1267,No info on height
Sacramento,Japanese black pine,107,No info on height
Sacramento,Japanese maple,305,No info on height
Sacramento,Japanese pagoda tree,133,No info on height
Sacramento,Japanese persimmon,7,No info on height
Sacramento,Japanese zelkova,3861,No info on height
Sacramento,Laurel de olor,233,No info on height
Sacramento,Lemon bottlebrush,44,No info on height
Sacramento,Leyland cypress,85,No info on height
Sacramento,London planetree,14111,No info on height
Sacramento,Loquat tree,125,No info on height
Sacramento,Maple,667,No info on height
Sacramento,Mayten,32,No info on height
Sacramento,Mexican fan palm,1535,No info on height
Sacramento,Mimosa,126,No info on height
Sacramento,Modesto ash,2275,No info on height
Sacramento,Monterey cypress,43,No info on height
Sacramento,Monterey pine,109,No info on height
Sacramento,Moraine ash,4,No info on height
Sacramento,Mt. atlas mastic tree,16,No info on height
Sacramento,Northern hackberry,1171,No info on height
Sacramento,Northern red oak,1733,No info on height
Sacramento,Norway maple,79,No info on height
Sacramento,Oak,1021,No info on height
Sacramento,Oleander,54,No info on height
Sacramento,Olive,237,No info on height
Sacramento,Palm evergreen large,96,No info on height
Sacramento,Palm evergreen small,209,No info on height
Sacramento,Pin oak,312,No info on height
Sacramento,Pine,1461,No info on height
Sacramento,Plum,530,No info on height
Sacramento,Pomegranate,13,No info on height
Sacramento,Raywood ash,12,No info on height
Sacramento,Red horsechestnut,91,No info on height
Sacramento,Red maple,1924,No info on height
Sacramento,Roble negro,361,No info on height
Sacramento,Saucer magnolia chinese magnolia,152,No info on height
Sacramento,Scarlet oak,1067,No info on height
Sacramento,Silk oak,11,No info on height
Sacramento,Silver maple,358,No info on height
Sacramento,Sliver dollar gum eucalyptus,10,No info on height
Sacramento,Smooth hawthorn,254,No info on height
Sacramento,Southern magnolia,1151,No info on height
Sacramento,Spruce,64,No info on height
Sacramento,Sweetgum,1933,No info on height
Sacramento,Tree of heaven,164,No info on height
Sacramento,Trident maple,700,No info on height
Sacramento,Tulip tree,711,No info on height
Sacramento,Velvet ash,567,No info on height
Sacramento,White alder,286,No info on height
Sacramento,White mulberry,592,No info on height
Sacramento,Willow,316,No info on height
Sacramento,Windmill palm,56,No info on height
San Diego,Acacia,2103,No info on height
San Diego,Acacia sp,10,No info on height
San Diego,African fern pine,6161,No info on height
San Diego,African sumac,267,No info on height
San Diego,Almond,2,No info on height
San Diego,Ash,3151,No info on height
San Diego,Australian firewheel,1,No info on height
San Diego,Australian tea tree,27,No info on height
San Diego,Australian willow,765,No info on height
San Diego,Avacado,84,No info on height
San Diego,Birch,339,No info on height
San Diego,Black acacia,124,No info on height
San Diego,Blue gum,64,No info on height
San Diego,Bottle brush,1110,No info on height
San Diego,Bottle tree,1067,No info on height
San Diego,Bradford pear,1986,No info on height
San Diego,Brazilian pepper tree,4755,No info on height
San Diego,Brisbane box,7591,No info on height
San Diego,Bronze loquat,134,No info on height
San Diego,Brugmansia,3,No info on height
San Diego,Cajeput tree,227,No info on height
San Diego,California fan palm,3039,No info on height
San Diego,California pepper tree,2443,No info on height
San Diego,California sycamore,7330,No info on height
San Diego,Camphor tree,2267,No info on height
San Diego,Canary island date palm,1642,No info on height
San Diego,Canary island pine,469,No info on height
San Diego,Cape chestnut,92,No info on height
San Diego,Carob,1048,No info on height
San Diego,Carrot wood,13608,No info on height
San Diego,Cedar,366,No info on height
San Diego,Chinaberry,130,No info on height
San Diego,Chinese elm,1349,No info on height
San Diego,Chinese flame,3233,No info on height
San Diego,Chinese fringe tree,22,No info on height
San Diego,Chinese pistache,115,No info on height
San Diego,Chinese tallow tree,206,No info on height
San Diego,Chitalpa,41,No info on height
San Diego,Citrus,257,No info on height
San Diego,Coast live oak,774,No info on height
San Diego,Coral tree,849,No info on height
San Diego,Cork oak,195,No info on height
San Diego,Cottonwood,12,No info on height
San Diego,Cow itch tree,47,No info on height
San Diego,Crape myrtle,2207,No info on height
San Diego,Date palm,445,No info on height
San Diego,Deodar cedar,71,No info on height
San Diego,Desert gum,1,No info on height
San Diego,Desert willow,16,No info on height
San Diego,Eucalyptus,12008,No info on height
San Diego,Eugenia,790,No info on height
San Diego,Evergreen pear,2210,No info on height
San Diego,Ficus,2608,No info on height
San Diego,Fig,261,No info on height
San Diego,Fir,20,No info on height
San Diego,Flame tree,88,No info on height
San Diego,Flaxleaf paperbark,4,No info on height
San Diego,Floss silk,199,No info on height
San Diego,Fruit tree,947,No info on height
San Diego,Fruitless mulberry,299,No info on height
San Diego,Fruitless olive,26,No info on height
San Diego,Gold medallion tree,956,No info on height
San Diego,Golden rain,328,No info on height
San Diego,Guadalupe palm,363,No info on height
San Diego,Hibiscus,133,No info on height
San Diego,Holly oak,423,No info on height
San Diego,Hong kong orchid,213,No info on height
San Diego,Incense cedar,8,No info on height
San Diego,Indian laurel fig,1333,No info on height
San Diego,Italian cypress,5501,No info on height
San Diego,Jacaranda,9831,No info on height
San Diego,Jerusalem thorn,53,No info on height
San Diego,Juniper,3025,No info on height
San Diego,Kaffir plum,724,No info on height
San Diego,King palm,3020,No info on height
San Diego,Lemon bottle brush,1029,No info on height
San Diego,Lemon gum,13,No info on height
San Diego,Leylandii cypress,90,No info on height
San Diego,Lilly pilly tree,17,No info on height
San Diego,London plane,1907,No info on height
San Diego,Loquat,450,No info on height
San Diego,Macadamia,32,No info on height
San Diego,Madrona,22,No info on height
San Diego,Magnolia st marys,3294,No info on height
San Diego,Magnolia st. mary's,169,No info on height
San Diego,Maidenhair tree,113,No info on height
San Diego,Markhamia hildebrandtii,32,No info on height
San Diego,Mediterranean fan palm,1,No info on height
San Diego,Melaleuca,3989,No info on height
San Diego,Mexican fan palm,11586,No info on height
San Diego,Monterey cypress,16,No info on height
San Diego,Moreton bay fig,421,No info on height
San Diego,Myoporum,2127,No info on height
San Diego,New zealand christmas,880,No info on height
San Diego,Norfolk island pine,496,No info on height
San Diego,Nut tree,17,No info on height
San Diego,Oleander,1851,No info on height
San Diego,Olive fruitless,1135,No info on height
San Diego,Palm,3543,No info on height
San Diego,Pencil tree,164,No info on height
San Diego,Peppermint willow,473,No info on height
San Diego,Pine,12677,No info on height
San Diego,Pink trumpet,349,No info on height
San Diego,Plumeria,13,No info on height
San Diego,Poplar,635,No info on height
San Diego,Purple hopseed,65,No info on height
San Diego,Purple leaf plum,2200,No info on height
San Diego,Purple orchid tree,932,No info on height
San Diego,Purple robe,80,No info on height
San Diego,Queen palm,22624,No info on height
San Diego,Red cap gum,2,No info on height
San Diego,Red flowering gum,297,No info on height
San Diego,Red ironbark,1260,No info on height
San Diego,Redbud,27,No info on height
San Diego,Redwood,27,No info on height
San Diego,Rustyleaf fig,5,No info on height
San Diego,Saphire dragon,56,No info on height
San Diego,Schefflera,4,No info on height
San Diego,Scheflera,71,No info on height
San Diego,She oak,63,No info on height
San Diego,Siberian elm,448,No info on height
San Diego,Silk oak,348,No info on height
San Diego,Silk tree,292,No info on height
San Diego,Silver dollar gum,175,No info on height
San Diego,Silver maple,89,No info on height
San Diego,Smoke tree,8,No info on height
San Diego,Sweet gum,10323,No info on height
San Diego,Sweetshade,28,No info on height
San Diego,Tamarisk,6,No info on height
San Diego,Tipu tree,1111,No info on height
San Diego,Torrey pine,418,No info on height
San Diego,Tulip tree,60,No info on height
San Diego,Victorian box,791,No info on height
San Diego,Weeping bottle brush,301,No info on height
San Diego,Weeping chinese banyan,536,No info on height
San Diego,White alder,1086,No info on height
San Diego,White orchid tree,13,No info on height
San Diego,Willow pittosporum,250,No info on height
San Diego,Xylosma,41,No info on height
San Diego,Yew pine,301,No info on height
San Diego,Yucca,2742,No info on height
San Diego,canopy tree,67,No info on height
San Francisco,Acacia,104,No info on height
San Francisco,Acacia silver wattle,42,No info on height
San Francisco,African sumac,17,No info on height
San Francisco,Allepo pine,26,No info on height
San Francisco,Almond,14,No info on height
San Francisco,American ash,93,No info on height
San Francisco,American autumn purple ash,40,No info on height
San Francisco,American chestnut,1,No info on height
San Francisco,American elm,288,No info on height
San Francisco,American holly,3,No info on height
San Francisco,American sweet gum,1502,No info on height
San Francisco,American sycamore,2,No info on height
San Francisco,Amur maple,1,No info on height
San Francisco,Angel trumpet,87,No info on height
San Francisco,Angophora species,2,No info on height
San Francisco,Apple,4,No info on height
San Francisco,Apple tree,3,No info on height
San Francisco,Apricot,25,No info on height
San Francisco,Argentine cedar,1,No info on height
San Francisco,Aristocrat callery pear,577,No info on height
San Francisco,Arizona ash,12,No info on height
San Francisco,Arizona cypress,12,No info on height
San Francisco,Armstrong red maple,58,No info on height
San Francisco,Arroyo willow,14,No info on height
San Francisco,Ash,430,No info on height
San Francisco,Asian pear,3,No info on height
San Francisco,Atlas cedar,56,No info on height
San Francisco,Australian flame tree,9,No info on height
San Francisco,Australian tea tree,392,No info on height
San Francisco,Australian willow,468,No info on height
San Francisco,Autumn blaze freeman maple,4,No info on height
San Francisco,Autumn sentinel ginkgo,10,No info on height
San Francisco,Avocado,73,No info on height
San Francisco,Bailey's acacia,835,No info on height
San Francisco,Bald cypress,1,No info on height
San Francisco,Bamboo species,23,No info on height
San Francisco,Banana,10,No info on height
San Francisco,Banyan fig,1448,No info on height
San Francisco,Basswood linden,12,No info on height
San Francisco,Big leaf maple,33,No info on height
San Francisco,Birch,78,No info on height
San Francisco,Birchbark cherry,3,No info on height
San Francisco,Bishop pine,21,No info on height
San Francisco,Black cottonwood poplar,5,No info on height
San Francisco,Black locust,29,No info on height
San Francisco,Black mission fig,1,No info on height
San Francisco,Blackwood acacia,3971,No info on height
San Francisco,Bloodgood japanese maple,31,No info on height
San Francisco,Bloodgood london plane,18,No info on height
San Francisco,Blue atlas cedar,9,No info on height
San Francisco,Blue elderberry,4,No info on height
San Francisco,Blue gum,444,No info on height
San Francisco,Blue hesper palm,2,No info on height
San Francisco,Blue oak,4,No info on height
San Francisco,Blueblossom ceanothus,1,No info on height
San Francisco,Bottle tree,14,No info on height
San Francisco,Box elder,5,No info on height
San Francisco,Brazilian pepper,1073,No info on height
San Francisco,Brisbane box,8236,No info on height
San Francisco,Bronze loquat,2223,No info on height
San Francisco,Brown turkey fig,1,No info on height
San Francisco,Brush cherry,488,No info on height
San Francisco,Brush holly,2,No info on height
San Francisco,Burgundy sweet gum,2,No info on height
San Francisco,Bushy yate,89,No info on height
San Francisco,Cabada palm,11,No info on height
San Francisco,Cabbage tree,19,No info on height
San Francisco,Cajeput,1634,No info on height
San Francisco,California bay,18,No info on height
San Francisco,California black oak,3,No info on height
San Francisco,California buckeye,61,No info on height
San Francisco,California fan palm,49,No info on height
San Francisco,California juniper,3,No info on height
San Francisco,California lilac,438,No info on height
San Francisco,California nutmeg,1,No info on height
San Francisco,California pepper,351,No info on height
San Francisco,California privet,7,No info on height
San Francisco,California sycamore,73,No info on height
San Francisco,Camden wollybutt,4,No info on height
San Francisco,Camphor tree,141,No info on height
San Francisco,Canadian poplar,4,No info on height
San Francisco,Canary island date palm,884,No info on height
San Francisco,Canary island pine,350,No info on height
San Francisco,Candelabra tree,1,No info on height
San Francisco,Carob,855,No info on height
San Francisco,Carolina cherry laurel,34,No info on height
San Francisco,Carrotwood,246,No info on height
San Francisco,Catalina cherry,38,No info on height
San Francisco,Champa,80,No info on height
San Francisco,Cherry,168,No info on height
San Francisco,Cherry plum,6728,No info on height
San Francisco,Chilean pepper tree,2,No info on height
San Francisco,Chilean soapbark,22,No info on height
San Francisco,Chilean wine palm,6,No info on height
San Francisco,China doll tree,4,No info on height
San Francisco,Chinaberry,4,No info on height
San Francisco,Chinese banyan,952,No info on height
San Francisco,Chinese elm,2326,No info on height
San Francisco,Chinese fan palm,1,No info on height
San Francisco,Chinese flame tree,42,No info on height
San Francisco,Chinese fringe tree,5,No info on height
San Francisco,Chinese hackberry,222,No info on height
San Francisco,Chinese magnolia,2,No info on height
San Francisco,Chinese pistache,412,No info on height
San Francisco,Chinese scholar tree,17,No info on height
San Francisco,Chinese sweet gum,2,No info on height
San Francisco,Chinese tallow,6,No info on height
San Francisco,Cider gum,2,No info on height
San Francisco,Cliff date palm,1,No info on height
San Francisco,Coast banksia,6,No info on height
San Francisco,Coast live oak,602,No info on height
San Francisco,Coast redwood,330,No info on height
San Francisco,Coffeeberry tree,4,No info on height
San Francisco,Colored eucalyptus ash,11,No info on height
San Francisco,Columbia hybrid plane tree,93,No info on height
San Francisco,Common hackberry,30,No info on height
San Francisco,Coppertone loquat,51,No info on height
San Francisco,Coral bark maple,2,No info on height
San Francisco,Coral gum,2,No info on height
San Francisco,Coral reef araucaria,39,No info on height
San Francisco,Coral tree,1,No info on height
San Francisco,Cork oak,236,No info on height
San Francisco,Corkscrew willow,17,No info on height
San Francisco,Cotoneaster,158,No info on height
San Francisco,Coulter pine,4,No info on height
San Francisco,Crab apple,121,No info on height
San Francisco,Crape myrtle,99,No info on height
San Francisco,Crape myrtle species,1,No info on height
San Francisco,Cyclops wattle,16,No info on height
San Francisco,D.d. blanchard southern magnolia,12,No info on height
San Francisco,Date palm,58,No info on height
San Francisco,Date palm (species unknown),6,No info on height
San Francisco,Dawn redwood,15,No info on height
San Francisco,Daybreak yoshino cherry,24,No info on height
San Francisco,Deodar cedar,146,No info on height
San Francisco,Dogwood,8,No info on height
San Francisco,Douglas fir,27,No info on height
San Francisco,Dr. hurd manzanita,4,No info on height
San Francisco,Dracena palm,1597,No info on height
San Francisco,Dragon tree,52,No info on height
San Francisco,Drake's chinese elm,144,No info on height
San Francisco,Drumstick tree,1,No info on height
San Francisco,Dwarf strawberry tree,3,No info on height
San Francisco,Eastern black walnut,9,No info on height
San Francisco,Eastern cottonwood,1,No info on height
San Francisco,Eastern dogwood,8,No info on height
San Francisco,Eastern plane tree,2,No info on height
San Francisco,Eastern redbud,45,No info on height
San Francisco,Eastern white pine,1,No info on height
San Francisco,Eddie's white wonder dogwood,5,No info on height
San Francisco,Edible fig,52,No info on height
San Francisco,Edible loquat,180,No info on height
San Francisco,Elderberry,2,No info on height
San Francisco,Elm,193,No info on height
San Francisco,Emerald arborvitae,146,No info on height
San Francisco,Empress tree,2,No info on height
San Francisco,Engelmann oak,4,No info on height
San Francisco,English elm,2,No info on height
San Francisco,English hawthorn,490,No info on height
San Francisco,English laurel,37,No info on height
San Francisco,English oak,6,No info on height
San Francisco,Eucalyptus,549,No info on height
San Francisco,Eugenia,93,No info on height
San Francisco,European beech,21,No info on height
San Francisco,European hackberry,23,No info on height
San Francisco,European holly,59,No info on height
San Francisco,European hornbeam,74,No info on height
San Francisco,European mountain ash tr,1,No info on height
San Francisco,European white birch,166,No info on height
San Francisco,Evergreen maple,1,No info on height
San Francisco,Evergreen pear,1910,No info on height
San Francisco,Evie coast silktassel tree,3,No info on height
San Francisco,Fairmont ginkgo,41,No info on height
San Francisco,False avocado,8,No info on height
San Francisco,Fern pine,802,No info on height
San Francisco,Festival sweet gum,3,No info on height
San Francisco,Firethorn tree,34,No info on height
San Francisco,Firewheel tree,1,No info on height
San Francisco,Five finger,1,No info on height
San Francisco,Flannel bush tree,22,No info on height
San Francisco,Flaxleaf paperbark,335,No info on height
San Francisco,Flooded box coolibah,15,No info on height
San Francisco,Flowered crabapple white,9,No info on height
San Francisco,Flowering ash,10,No info on height
San Francisco,Flowering cherry,8,No info on height
San Francisco,Flowering cherry tree,10,No info on height
San Francisco,Flowering maple,5,No info on height
San Francisco,Flowering nectarine tree,1,No info on height
San Francisco,Flowering plum,336,No info on height
San Francisco,Forest pansy redbud,24,No info on height
San Francisco,Foxtail palm,1,No info on height
San Francisco,Freeman maple,159,No info on height
San Francisco,Frontier elm,15,No info on height
San Francisco,Fruitless olive,185,No info on height
San Francisco,Fruitless wilson olive semi,52,No info on height
San Francisco,Geijera,1,No info on height
San Francisco,Giant yucca,41,No info on height
San Francisco,Ginkgo autumn gold,131,No info on height
San Francisco,Ginkgo saratoga,12,No info on height
San Francisco,Glossy privet,2202,No info on height
San Francisco,Gold medallion tree,12,No info on height
San Francisco,Golden rain tree,237,No info on height
San Francisco,Golden wattle,179,No info on height
San Francisco,Green gage plum,1,No info on height
San Francisco,Griselinia,5,No info on height
San Francisco,Guadalupe palm,106,No info on height
San Francisco,Guava tree,11,No info on height
San Francisco,Hairy wattle,3,No info on height
San Francisco,Hawthorn,86,No info on height
San Francisco,Hazel turkish,2,No info on height
San Francisco,Heath melaleuca,256,No info on height
San Francisco,Hedge maple,1,No info on height
San Francisco,Helene strybing new zealand tea tree,48,No info on height
San Francisco,Himalayan fishtail palm,4,No info on height
San Francisco,Himalayan magnolia,232,No info on height
San Francisco,Hinoki cypress,4,No info on height
San Francisco,Holly oak,131,No info on height
San Francisco,Holly species,58,No info on height
San Francisco,Holotricha ash,5,No info on height
San Francisco,Honey locust,110,No info on height
San Francisco,Hop bush,401,No info on height
San Francisco,Horsechestnut,1,No info on height
San Francisco,Horsetail pine,57,No info on height
San Francisco,Hungarian oak,8,No info on height
San Francisco,Hybrid laurel,20,No info on height
San Francisco,Hybrid maple,1,No info on height
San Francisco,Hybrid monkey hand tree,1,No info on height
San Francisco,Hybrid strawberry tree,5568,No info on height
San Francisco,Idaho pink locust,2,No info on height
San Francisco,Improved meyer lemon,14,No info on height
San Francisco,Incense cedar,54,No info on height
San Francisco,India hawthorn,93,No info on height
San Francisco,Indian bay,17,No info on height
San Francisco,Indian hawthorn,808,No info on height
San Francisco,Indian laurel fig tree,5691,No info on height
San Francisco,Interior live oak,5,No info on height
San Francisco,Irish yew,383,No info on height
San Francisco,Island oak,3,No info on height
San Francisco,Italian alder,23,No info on height
San Francisco,Italian buckthorn,616,No info on height
San Francisco,Italian cypress,174,No info on height
San Francisco,Italian stone pine,413,No info on height
San Francisco,Jacaranda,1118,No info on height
San Francisco,Jack fogg michelia,3,No info on height
San Francisco,James roof coast silktassel tree,3,No info on height
San Francisco,Japanese black pine,104,No info on height
San Francisco,Japanese blueberry tree,75,No info on height
San Francisco,Japanese cryptomeria,11,No info on height
San Francisco,Japanese maple,441,No info on height
San Francisco,Japanese mockorange,103,No info on height
San Francisco,Japanese pagoda,6,No info on height
San Francisco,Japanese privet,172,No info on height
San Francisco,Japanese snowdrop tree,2,No info on height
San Francisco,John edwards buckthorn,3,No info on height
San Francisco,Jujube,3,No info on height
San Francisco,Juniper,1395,No info on height
San Francisco,Juniper tree,1,No info on height
San Francisco,Kaffir lime,1,No info on height
San Francisco,Karo tree,1771,No info on height
San Francisco,Katsura tree,1,No info on height
San Francisco,Kentia palm,13,No info on height
San Francisco,King palm,22,No info on height
San Francisco,Kumquat,5,No info on height
San Francisco,Kwanzan flowering cherry,4046,No info on height
San Francisco,Laurel fig,1571,No info on height
San Francisco,Leaf acacia purple,20,No info on height
San Francisco,Leaf azara little,31,No info on height
San Francisco,Leaf bottle tree narrow,2,No info on height
San Francisco,Leaf plum purple,137,No info on height
San Francisco,Leaf tristania small,1728,No info on height
San Francisco,Leafed peppermint nichol's willow,190,No info on height
San Francisco,Leaved ash narrow,6,No info on height
San Francisco,Leaved cherry holly,23,No info on height
San Francisco,Lebanon cedar,1,No info on height
San Francisco,Lemon bottlebrush,3266,No info on height
San Francisco,Lemon orange,143,No info on height
San Francisco,Lemon scented eucalyptus,1,No info on height
San Francisco,Lemon scented gum,30,No info on height
San Francisco,Lemon scented tea tree,6,No info on height
San Francisco,Leyland cypress,141,No info on height
San Francisco,Lilac tree,7,No info on height
San Francisco,Linden,2,No info on height
San Francisco,Lisbon lemon tree,2,No info on height
San Francisco,Little gem magnolia,822,No info on height
San Francisco,Littleleaf linden,131,No info on height
San Francisco,Locust,118,No info on height
San Francisco,Lombardy poplar,314,No info on height
San Francisco,Macadamia,1,No info on height
San Francisco,Magnolia,85,No info on height
San Francisco,Maidenhair tree,3118,No info on height
San Francisco,Majestic beauty fruitless olive,22,No info on height
San Francisco,Majestic beauty magnolia,28,No info on height
San Francisco,Manchurian snakebark maple,1,No info on height
San Francisco,Mango,1,No info on height
San Francisco,Manna gum,26,No info on height
San Francisco,Maple,25,No info on height
San Francisco,Mariposa plum,195,No info on height
San Francisco,Maritime pine,1,No info on height
San Francisco,Mayten,3884,No info on height
San Francisco,Mediterranean fan palm,219,No info on height
San Francisco,Melaleuca,58,No info on height
San Francisco,Mexican blue palm,8,No info on height
San Francisco,Mexican fan palm,967,No info on height
San Francisco,Mimosa silk tree,54,No info on height
San Francisco,Modesto ash,3,No info on height
San Francisco,Modesto ash tree,1,No info on height
San Francisco,Monkey hand tree,6,No info on height
San Francisco,Monkey puzzle,17,No info on height
San Francisco,Monterey cypress,1804,No info on height
San Francisco,Monterey pine,2117,No info on height
San Francisco,Montezuma cypress,7,No info on height
San Francisco,Moraine ash,20,No info on height
San Francisco,Morton bay fig,27,No info on height
San Francisco,Mountain mahogany,1,No info on height
San Francisco,Mt. fuji cherry tree,8,No info on height
San Francisco,Myola palm,6,No info on height
San Francisco,Myoporum,1631,No info on height
San Francisco,Natchez crape myrtle,2,No info on height
San Francisco,New bradford pear,78,No info on height
San Francisco,New zealand laurel,3,No info on height
San Francisco,New zealand ruby glow tea tree,131,No info on height
San Francisco,New zealand tea tree,512,No info on height
San Francisco,New zealand white tea tree,1,No info on height
San Francisco,New zealand xmas tree,8677,No info on height
San Francisco,Nikau palm,1,No info on height
San Francisco,Norfolk island pine,58,No info on height
San Francisco,Northern catalpa,1,No info on height
San Francisco,Norway maple,2,No info on height
San Francisco,O'neill red horse chestnut,3,No info on height
San Francisco,Oak,25,No info on height
San Francisco,Oak beefwood drooping she,33,No info on height
San Francisco,Oleander,39,No info on height
San Francisco,Olive,8,No info on height
San Francisco,Olive tree,3639,No info on height
San Francisco,Oriental sweet gum,90,No info on height
San Francisco,Ornamental cherry,2670,No info on height
San Francisco,Ornamental pear,2978,No info on height
San Francisco,Ornamental pear bradford,170,No info on height
San Francisco,Ornamental pear tree,233,No info on height
San Francisco,Pacific madrone,2,No info on height
San Francisco,Pacific wax myrtle tree,1,No info on height
San Francisco,Palm,50,No info on height
San Francisco,Palo alto sweet gum,13,No info on height
San Francisco,Paperbark tree,97,No info on height
San Francisco,Paradox walnut tree,2,No info on height
San Francisco,Paul's scarlet hawthorn,4,No info on height
San Francisco,Peach,53,No info on height
San Francisco,Pear tree,91,No info on height
San Francisco,Pecan,1,No info on height
San Francisco,Peppermint box,2,No info on height
San Francisco,Peppermint willow,1006,No info on height
San Francisco,Persimmon,5,No info on height
San Francisco,Photinia chinese photinia,332,No info on height
San Francisco,Photinia tree,128,No info on height
San Francisco,Pigmy date palm,8,No info on height
San Francisco,Pin oak,9,No info on height
San Francisco,Pindo palm,6,No info on height
San Francisco,Pine,253,No info on height
San Francisco,Pineapple guava tree,5,No info on height
San Francisco,Pink melaleuca,144,No info on height
San Francisco,Pittosporum,56,No info on height
San Francisco,Plume albizia tree,13,No info on height
San Francisco,Pomegranate tree,7,No info on height
San Francisco,Ponytail palm,3,No info on height
San Francisco,Poplar,30,No info on height
San Francisco,Port jackson fig,36,No info on height
San Francisco,Port orford cedar,4,No info on height
San Francisco,Portugese cherry laurel,4,No info on height
San Francisco,Pot belly fig,7,No info on height
San Francisco,Potential site,12,No info on height
San Francisco,Prairie fire crabapple tree,4,No info on height
San Francisco,Primrose tree,939,No info on height
San Francisco,Princess flower,55,No info on height
San Francisco,Princeton sentry maidenhair,37,No info on height
San Francisco,Private shrub,29,No info on height
San Francisco,Prospector elm,39,No info on height
San Francisco,Puka or puke tree,2,No info on height
San Francisco,Puriri tree,11,No info on height
San Francisco,Purple bottlebrush,4,No info on height
San Francisco,Purple hopseed bush,372,No info on height
San Francisco,Purple leaf plum krauter vesuvius,256,No info on height
San Francisco,Purple robe locust,219,No info on height
San Francisco,Pussy willow,6,No info on height
San Francisco,Quaking aspen,15,No info on height
San Francisco,Queen palm,978,No info on height
San Francisco,Queensland pittosporum,6,No info on height
San Francisco,Raywood ash,274,No info on height
San Francisco,Red flowering gum,3528,No info on height
San Francisco,Red horse chestnut,113,No info on height
San Francisco,Red ironbark,717,No info on height
San Francisco,Red maple,808,No info on height
San Francisco,Red maple tree,4,No info on height
San Francisco,Red mulbeerry,3,No info on height
San Francisco,Red oak,24,No info on height
San Francisco,Red obelisk beech,1,No info on height
San Francisco,Red october glory maple,11,No info on height
San Francisco,Red swamp maple,106,No info on height
San Francisco,Redmond linden,5,No info on height
San Francisco,Regent scholar tree,8,No info on height
San Francisco,River birch,19,No info on height
San Francisco,River red gum,84,No info on height
San Francisco,River wattle,27,No info on height
San Francisco,Robusta magnolia,3,No info on height
San Francisco,Roundleaf sweetgum,71,No info on height
San Francisco,Royal burgundy flowering cherry tree,9,No info on height
San Francisco,Ruby horse chestnut,14,No info on height
San Francisco,Russet magnolia,142,No info on height
San Francisco,Sago palm,2,No info on height
San Francisco,Saint mary magnolia,227,No info on height
San Francisco,Samuel sommer magnolia,342,No info on height
San Francisco,San jose hesper palm,1,No info on height
San Francisco,Santa cruz ironwood,508,No info on height
San Francisco,Santa rosa plum,3,No info on height
San Francisco,Sargent cherry,1,No info on height
San Francisco,Sargent cherry tree,1,No info on height
San Francisco,Saucer magnolia,70,No info on height
San Francisco,Sawleaf zelkova,54,No info on height
San Francisco,Scarlet oak,19,No info on height
San Francisco,Scotch elm,1,No info on height
San Francisco,Scots pine,1,No info on height
San Francisco,Sea urchin tree,9,No info on height
San Francisco,Seedless lime,10,No info on height
San Francisco,Senegal date palm,3,No info on height
San Francisco,Shamel ash evergreen ash,551,No info on height
San Francisco,Shoestring acacia,310,No info on height
San Francisco,Shore pine,2,No info on height
San Francisco,Showy crab apple japanese crabapple,148,No info on height
San Francisco,Shrub,130,No info on height
San Francisco,Siberian elm,430,No info on height
San Francisco,Sidney blue gum,5,No info on height
San Francisco,Sierra redwood,11,No info on height
San Francisco,Silk floss,91,No info on height
San Francisco,Silk floss tree,3,No info on height
San Francisco,Silk oak tree,101,No info on height
San Francisco,Silkoak species,9,No info on height
San Francisco,Silver dollar eucalyptus,990,No info on height
San Francisco,Silver maple,79,No info on height
